+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                           long                                                                                          |
+-----------+---------------+-------------+--------------+---------------+--------------+-------------+----------------+------------------------+--------------+---------+----------------+
| symbol    | adg_w_per_exp | adg_per_exp | exp_rts_mean | hrs_stuck_max | pa_dist_mean | pa_dist_std | loss_profit_rt | eqbal_rt_10_worst_mean | eqbal_rt_std | n_days  | score          |
| UNIUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 995.71  | -30399.0 |
| ADAUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 1226.66 | -30399.0 |
| XEMUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 829.71  | -30399.0 |
| ETCUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 1241.66 | -30399.0 |
| CHZUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 870.71  | -30399.0 |
| SOLUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 999.71  | -30399.0 |
| DENTUSDT  | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 808.83  | -30399.0 |
| FTMUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 989.71  | -30399.0 |
| COTIUSDT  | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 822.71  | -30399.0 |
| LINKUSDT  | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 1240.66 | -30399.0 |
| ENJUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 984.71  | -30399.0 |
| STORJUSDT | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 997.7   | -30399.0 |
| THETAUSDT | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 1109.66 | -30399.0 |
| DOTUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 1022.71 | -30399.0 |
| DOGEUSDT  | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 1065.62 | -30399.0 |
| ONEUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 814.71  | -30399.0 |
| CRVUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 1012.71 | -30399.0 |
| AAVEUSDT  | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 967.71  | -30399.0 |
| VETUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 1212.66 | -30399.0 |
| SANDUSDT  | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 866.71  | -30399.0 |
| ZILUSDT   | 0.0           | 0.0         | 0.0          | nan           | 100.0        | 1.0         | 1.0            | 1.0                    | 0.0          | 1087.62 | -30399.0 |
+-----------+---------------+-------------+--------------+---------------+--------------+-------------+----------------+------------------------+--------------+---------+----------+

