timestamp,trade_id,timestamp,pnl,fee_paid,balance,equity,qty,price,psize,pprice,type,pcost,wallet_exposure,mins_since_prev_fill
1693543980000.0,1279,1693543980000.0,0.0,-0.0035693620000000004,499.996430638,499.994370638,10.3,1.7327,10.3,1.7327,long_ientry_normal,17.84681,0.03569387480872075,
1693573920000.0,1778,1693573920000.0,0.40788000000000085,-0.0036509380000000003,500.40065969999995,500.40065969999995,-10.3,1.7723,0.0,1.7327,long_nclose,0.0,0.0,499.0
1693628640000.0,2690,1693628640000.0,0.0,-0.00359268,500.39706701999995,500.45910702,9.4,1.911,9.4,1.911,long_ientry_normal,17.9634,0.03589829194438911,912.0
1693663980000.0,3279,1693663980000.0,0.0,-0.00806382,500.38900319999993,499.82650319999993,21.8,1.8495,31.2,1.8680288461538463,long_rentry,58.282500000000006,0.11647438218522388,589.0
1693803840000.0,5610,1693803840000.0,1.331339999999996,-0.011922768000000002,501.70842043199997,501.70842043199997,-31.2,1.9107,0.0,1.8680288461538463,long_nclose,0.0,0.0,2331.0
1693809660000.0,5707,1693809660000.0,0.0,-0.003591,501.704829432,501.694379432,9.5,1.89,9.5,1.89,long_ientry_normal,17.955,0.03578797521309007,97.0
1693883700000.0,6941,1693883700000.0,0.0,-0.008085064,501.696744368,501.242384368,22.1,1.8292,31.6,1.8474784810126583,long_rentry,58.380320000000005,0.11636575412412366,1234.0
1693902720000.0,7258,1693902720000.0,0.0,-0.08866535999999998,501.608079008,498.6017590080001,249.2,1.779,280.8,1.7867062678062675,long_rentry,501.7071199999999,1.0001974469633659,317.0
1693902780000.0,7259,1693902780000.0,-0.005353133903133744,-0.0001776,501.6025482740969,498.20916140800006,-0.5,1.776,280.3,1.7867062678062675,unstuck_close_long,500.8137668660968,0.99842747727117,1.0
1693902840000.0,7260,1693902840000.0,0.0,-3.5492000000000005e-05,501.6025127820969,495.7416059160001,0.1,1.7746,280.4,1.78670195030705,long_unstuck_entry,500.9912268660968,0.9987813340236084,1.0
1693902900000.0,7261,1693902900000.0,0.0,-3.5316000000000005e-05,501.6024774660969,496.10622060000014,0.1,1.7658,280.5,1.7866944986313609,long_unstuck_entry,501.1678068660967,0.9991334360982507,1.0
1693905720000.0,7308,1693905720000.0,0.5779262037875134,-0.014159004,502.1662446658844,506.4850515960001,-39.3,1.8014,241.2,1.7866944986313609,long_nclose,430.9507130698842,0.8581833559056059,47.0
1693905720000.0,7308,1693905720000.0,0.7680411550192958,-0.014518632000000004,502.91976718890373,506.5187729640002,-40.2,1.8058,201.0,1.7866944986313609,long_nclose,359.1255942249035,0.7140812862303162,0.0
1693905840000.0,7310,1693905840000.0,0.9315389544718389,-0.014408396,503.83689774737553,506.41698456800015,-39.8,1.8101,161.2,1.7866944986313609,long_nclose,288.0151531793754,0.5716436300459014,2.0
1694025960000.0,9312,1694025960000.0,1.120561705156157,-0.01462487,504.9428345825317,508.61885969800016,-40.3,1.8145,120.9,1.7866944986313609,long_nclose,216.01136488453153,0.42779370275275186,2002.0
1694025960000.0,9312,1694025960000.0,1.2938517051561556,-0.014659527999999998,506.2220267596879,508.6727101700002,-40.3,1.8188,80.6,1.7866944986313609,long_nclose,144.0075765896877,0.2844751294436473,0.0
1694025960000.0,9312,1694025960000.0,1.471171705156154,-0.014694992,507.67850347284406,508.9038451780002,-40.3,1.8232,40.3,1.7866944986313609,long_nclose,72.00378829484384,0.1418294999734913,0.0
1694026020000.0,9313,1694026020000.0,1.6484917051561523,-0.014730456,509.31226472200024,509.31226472200024,-40.3,1.8276,0.0,1.7866944986313609,long_nclose,0.0,0.0,1.0
1694074860000.0,10127,1694074860000.0,0.0,-0.003644,509.3086207220002,509.3256207220002,10.0,1.822,10.0,1.822,long_ientry_normal,18.22,0.035773987045754636,814.0
1694305200000.0,13966,1694305200000.0,0.0,-0.008182176,509.30043854600024,508.6347585460002,23.2,1.7634,33.2,1.7810506024096386,long_rentry,59.130880000000005,0.11610215802839777,3839.0
1694374800000.0,15126,1694374800000.0,0.0,-0.09004275,509.2103957960002,507.10954579600025,262.5,1.7151,295.7,1.7225046668921205,long_rentry,509.34463,1.0002636124578523,1160.0
1694374860000.0,15127,1694374860000.0,-0.004262800135272249,-0.00020584799999999998,509.20592714786494,505.9879599480002,-0.6,1.7154,295.1,1.7225046668921205,unstuck_close_long,508.31112719986476,0.9982427542565891,1.0
1694374980000.0,15129,1694374980000.0,0.0,-3.427200000000001e-05,509.20589287586495,506.7257256760001,0.1,1.7136,295.2,1.7225016504060462,long_unstuck_entry,508.4824871998648,0.9985793454354691,2.0
1694375040000.0,15130,1694375040000.0,0.0,-3.4282e-05,509.20585859386495,506.99146139400017,0.1,1.7141,295.3,1.7224988052823054,long_unstuck_entry,508.6538971998648,0.998916034871389,1.0
1694375100000.0,15131,1694375100000.0,0.0,-3.430000000000001e-05,509.20582429386496,506.84372709400014,0.1,1.715,295.4,1.722496266756482,long_unstuck_entry,508.82539719986477,0.9992529011337846,1.0
1694422140000.0,15915,1694422140000.0,0.5908753029303434,-0.014449344,509.7822502527953,508.7933777500001,-41.6,1.7367,253.8,1.722496266756482,long_nclose,437.16955250279517,0.8575613456255249,784.0
1694514180000.0,17449,1694514180000.0,0.778477916200805,-0.014728014,510.5460001549961,513.4231897360002,-42.3,1.7409,211.5,1.722496266756482,long_nclose,364.30796041899595,0.7135653992165174,1534.0
1694525100000.0,17631,1694525100000.0,0.9470964229034065,-0.014623938000000001,511.4784726398995,515.3629457980002,-41.9,1.7451,169.6,1.722496266756482,long_nclose,292.1353668418993,0.5711586752304507,182.0
1694525280000.0,17634,1694525280000.0,1.1284371695521094,-0.014729106000000002,512.5921807034516,516.0861566920001,-42.1,1.7493,127.5,1.722496266756482,long_nclose,219.61827401145146,0.42844639906535475,3.0
1694526480000.0,17654,1694526480000.0,1.311457916200812,-0.014834610000000002,513.8888040096524,516.3769620820001,-42.3,1.7535,85.2,1.722496266756482,long_nclose,146.75668192765227,0.28558061740706014,20.0
1694527200000.0,17666,1694527200000.0,1.496158662849515,-0.014940450000000003,515.3700222225019,517.0226716320001,-42.5,1.7577,42.7,1.722496266756482,long_nclose,73.55059059050178,0.14271414210962316,12.0
1694527200000.0,17666,1694527200000.0,1.6825394094982178,-0.015046626,517.0375150060001,517.0375150060001,-42.7,1.7619,0.0,1.722496266756482,long_nclose,0.0,0.0,0.0
1694568300000.0,18351,1694568300000.0,0.0,-0.003707176000000001,517.0338078300001,517.0997278300001,10.3,1.7996,10.3,1.7996,long_ientry_normal,18.535880000000002,0.03585042161516558,685.0
1694579640000.0,18540,1694579640000.0,0.424359999999999,-0.0037920480000000006,517.454375782,517.454375782,-10.3,1.8408,0.0,1.7996,long_nclose,0.0,0.0,189.0
1694619720000.0,19208,1694619720000.0,0.0,-0.0037169440000000002,517.4506588380001,517.4908388380001,9.8,1.8964,9.8,1.8964,long_ientry_normal,18.58472,0.035915926828143006,668.0
1694652960000.0,19762,1694652960000.0,0.42531999999999887,-0.0038020080000000004,517.8721768300001,517.8721768300001,-9.8,1.9398,0.0,1.8964,long_nclose,0.0,0.0,554.0
1694666880000.0,19994,1694666880000.0,0.0,-0.0037198840000000006,517.868456946,517.818476946,9.8,1.8979,9.8,1.8979,long_ientry_normal,18.599420000000002,0.03591533670477912,232.0
1694711040000.0,20730,1694711040000.0,0.4253200000000011,-0.0038049480000000003,518.289971998,518.289971998,-9.8,1.9413,0.0,1.8979,long_nclose,0.0,0.0,736.0
1694717460000.0,20837,1694717460000.0,0.0,-0.003715376,518.2862566220001,518.3607366220001,9.8,1.8956,9.8,1.8956,long_ientry_normal,18.57688,0.03584289523916242,107.0
1694725140000.0,20965,1694725140000.0,0.42434000000000116,-0.003800244000000001,518.7067963780001,518.7067963780001,-9.8,1.9389,0.0,1.8956,long_nclose,0.0,0.0,128.0
1694736600000.0,21156,1694736600000.0,0.0,-0.0037011319999999998,518.7030952460002,518.6807852460003,9.7,1.9078,9.7,1.9078,long_ientry_normal,18.50566,0.035676787298181634,191.0
1694763480000.0,21604,1694763480000.0,0.4229200000000008,-0.003785716,519.1222295300001,519.1222295300001,-9.7,1.9514,0.0,1.9078,long_nclose,0.0,0.0,448.0
1694790600000.0,22056,1694790600000.0,0.0,-0.0036955,519.1185340300001,519.1565340300001,9.5,1.945,9.5,1.945,long_ientry_normal,18.4775,0.035593990175145966,452.0
1694793660000.0,22107,1694793660000.0,0.42274999999999985,-0.00378005,519.53750398,519.53750398,-9.5,1.9895,0.0,1.945,long_nclose,0.0,0.0,51.0
1694819580000.0,22539,1694819580000.0,0.0,-0.0037117800000000005,519.5337922,519.3798922,9.0,2.0621,9.0,2.0621,long_ientry_normal,18.5589,0.03572221918695821,432.0
1694820420000.0,22553,1694820420000.0,0.4238999999999993,-0.0037965600000000005,519.95389564,519.95389564,-9.0,2.1092,0.0,2.0621,long_nclose,0.0,0.0,14.0
1694826420000.0,22653,1694826420000.0,0.0,-0.0037301399999999994,519.9501655,520.0005655,9.0,2.0723,9.0,2.0723,long_ientry_normal,18.650699999999997,0.035870168407514426,100.0
1694828640000.0,22690,1694828640000.0,0.426600000000001,-0.0038154600000000006,520.37295004,520.37295004,-9.0,2.1197,0.0,2.0723,long_nclose,0.0,0.0,37.0
1694839560000.0,22872,1694839560000.0,0.0,-0.00373711,520.36921293,520.33094293,8.9,2.0995,8.9,2.0995,long_ientry_normal,18.68555,0.03590825424661235,182.0
1694848200000.0,23016,1694848200000.0,0.4272000000000004,-0.0038225500000000005,520.79259038,520.79259038,-8.9,2.1475,0.0,2.0995,long_nclose,0.0,0.0,144.0
1694869860000.0,23377,1694869860000.0,0.0,-0.0037311959999999996,520.788859184,520.976339184,8.6,2.1693,8.6,2.1693,long_ientry_normal,18.655979999999996,0.03582254049987012,361.0
1694870760000.0,23392,1694870760000.0,0.42656000000000266,-0.0038165080000000006,521.211602676,521.211602676,-8.6,2.2189,0.0,2.1693,long_nclose,0.0,0.0,15.0
1694876520000.0,23488,1694876520000.0,0.0,-0.0037150099999999995,521.207887666,521.2937376660001,8.5,2.1853,8.5,2.1853,long_ientry_normal,18.575049999999997,0.03563846679907355,96.0
1694881920000.0,23578,1694881920000.0,0.42500000000000226,-0.0038000100000000004,521.629087656,521.629087656,-8.5,2.2353,0.0,2.1853,long_nclose,0.0,0.0,90.0
1694911140000.0,24065,1694911140000.0,0.0,-0.003735752,521.625351904,521.739111904,7.9,2.3644,7.9,2.3644,long_ientry_normal,18.67876,0.03580876568176779,487.0
1694918580000.0,24189,1694918580000.0,0.4273900000000003,-0.00382123,522.048920674,522.048920674,-7.9,2.4185,0.0,2.3644,long_nclose,0.0,0.0,124.0
