+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                            long                                                                                            |
+---------------+---------------+-------------+--------------+---------------+--------------+-------------+----------------+------------------------+--------------+--------+----------------+
| symbol        | adg_w_per_exp | adg_per_exp | exp_rts_mean | hrs_stuck_max | pa_dist_mean | pa_dist_std | loss_profit_rt | eqbal_rt_10_worst_mean | eqbal_rt_std | n_days | score          |
| ONEUSDT       | 0.0007617     | 0.001163    | 0.04741      | 20.75         | 0.01257      | 0.01327     | 0.07762        | 0.9127                 | 0.004611     | 791.0  | -230179.250762 |
| ZRXUSDT       | 0.000759      | 0.00076     | 0.06604      | 47.45         | 0.01991      | 0.0196      | 0.0948         | 0.8875                 | 0.006914     | 791.0  | -230179.250759 |
| MAGICUSDT     | 0.0007536     | 0.001055    | 0.03852      | 57.32         | 0.01341      | 0.0128      | 0.01685        | 0.9543                 | 0.004238     | 156.87 | -230179.250754 |
| GMXUSDT       | 0.0007472     | 0.000897    | 0.07301      | 52.7          | 0.01502      | 0.01287     | 0.02134        | 0.9784                 | 0.002516     | 133.39 | -230179.250747 |
| BLZUSDT       | 0.0007406     | 0.0009578   | 0.05726      | 56.02         | 0.0197       | 0.01987     | 0.03532        | 0.8928                 | 0.007184     | 791.0  | -230179.250741 |
| API3USDT      | 0.0007351     | 0.0008385   | 0.0602       | 49.62         | 0.01548      | 0.01662     | 0.07631        | 0.9562                 | 0.002737     | 493.85 | -230179.250735 |
| 1INCHUSDT     | 0.0007306     | 0.001184    | 0.0642       | 52.73         | 0.01493      | 0.01834     | 0.061          | 0.8715                 | 0.007413     | 791.0  | -230179.250731 |
| JASMYUSDT     | 0.0007218     | 0.0009639   | 0.06559      | 43.43         | 0.01642      | 0.01682     | 0.04308        | 0.9265                 | 0.005189     | 436.85 | -230179.250722 |
| STGUSDT       | 0.0007059     | 0.0008627   | 0.06784      | 63.48         | 0.01486      | 0.01365     | 0.0454         | 0.9454                 | 0.004729     | 309.5  | -230179.250706 |
| EGLDUSDT      | 0.0006867     | 0.001634    | 0.06369      | 59.98         | 0.01093      | 0.01624     | 0.02364        | 0.8958                 | 0.006565     | 791.0  | -230179.250687 |
| KNCUSDT       | 0.000686      | 0.001153    | 0.06746      | 48.23         | 0.01474      | 0.01851     | 0.03356        | 0.9146                 | 0.007903     | 791.0  | -230179.250686 |
| AUDIOUSDT     | 0.0006585     | 0.00109     | 0.0426       | 59.73         | 0.01202      | 0.01124     | 0.01766        | 0.9369                 | 0.003157     | 680.85 | -230179.250658 |
| ADAUSDT       | 0.0006558     | 0.0008148   | 0.06322      | 60.53         | 0.01181      | 0.01681     | 0.03267        | 0.9159                 | 0.006408     | 791.0  | -230179.250656 |
