+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                           long (config no. 12077, score -56012.5005334144)                                                                           |
+-----------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+--------+---------------------+
| symbol          | adg_weighted_per_exposure | hrs_stuck_max | pa_distance_mean | pa_distance_std | loss_profit_ratio | eqbal_ratio_mean_of_10_worst | eqbal_ratio_std | n_days | score               |
| EGLDUSDT        | 0.0003902                 | 69.58         | 0.01077          | 0.01302         | 0.4901            | 0.8692                       | 0.007614        | 718.96 | -54111.52868547307  |
| QTUMUSDT        | 0.000377                  | 85.63         | 0.01027          | 0.01345         | 0.472             | 0.8088                       | 0.006754        | 718.96 | -54292.81886937811  |
| XTZUSDT         | 0.0001732                 | 83.0          | 0.01064          | 0.02037         | 0.4694            | 0.7097                       | 0.009891        | 718.96 | -54318.411745889214 |
| OGNUSDT         | 0.0004851                 | 68.1          | 0.01093          | 0.01812         | 0.4566            | 0.7858                       | 0.009413        | 718.96 | -54446.63763610695  |
| ICXUSDT         | 0.0004745                 | 109.3         | 0.01061          | 0.0131          | 0.4323            | 0.8443                       | 0.007075        | 718.96 | -54556.23318578835  |
| STORJUSDT       | 0.0002849                 | 53.25         | 0.01061          | 0.0148          | 0.4254            | 0.8112                       | 0.008027        | 718.96 | -54758.608986718165 |
| ANKRUSDT        | 0.0005735                 | 77.15         | 0.01036          | 0.01531         | 0.3982            | 0.7885                       | 0.008099        | 718.96 | -55030.54901822762  |
| COMPUSDT        | 0.0004298                 | 61.93         | 0.01028          | 0.01023         | 0.3899            | 0.889                        | 0.005066        | 718.96 | -55113.51067835223  |
| XLMUSDT         | 0.0003245                 | 170.3         | 0.009428         | 0.01111         | 0.0009059         | 0.892                        | 0.004002        | 718.96 | -55269.833657869865 |
| XMRUSDT         | 0.0002619                 | 151.2         | 0.009309         | 0.008357        | 0.07581           | 0.9457                       | 0.00225         | 718.96 | -55460.16692857546  |
| DGBUSDT         | 0.0004104                 | 50.38         | 0.01053          | 0.0203          | 0.3529            | 0.7519                       | 0.00951         | 718.96 | -55483.881228230486 |
| CRVUSDT         | 0.0004635                 | 53.13         | 0.0109           | 0.01267         | 0.3498            | 0.8336                       | 0.006507        | 718.96 | -55514.298447122674 |
| ETHUSDT         | 0.0002231                 | 109.5         | 0.009464         | 0.008091        | 0.3238            | 0.9551                       | 0.002502        | 718.96 | -55640.00171433629  |
| TRXUSDT         | 0.0003129                 | 124.5         | 0.00906          | 0.009045        | 0.159             | 0.8954                       | 0.004252        | 718.96 | -55727.33364622154  |
| AXSUSDT         | 0.0001088                 | 71.25         | 0.01114          | 0.01189         | 0.324             | 0.8713                       | 0.006342        | 718.96 | -55772.76290011451  |
| BATUSDT         | 0.0003547                 | 85.32         | 0.01048          | 0.01143         | 0.3131            | 0.8547                       | 0.005857        | 718.96 | -55881.16478631465  |
| 1INCHUSDT       | 0.0004396                 | 103.7         | 0.009553         | 0.009174        | 0.1957            | 0.9001                       | 0.003716        | 718.96 | -55935.66710628304  |
| DENTUSDT        | 0.0004886                 | 101.5         | 0.009688         | 0.01463         | 0.1121            | 0.775                        | 0.006801        | 718.96 | -55957.6671552223   |
| ENJUSDT         | 1.876e-05                 | 65.52         | 0.009474         | 0.009534        | 0.16              | 0.8967                       | 0.003882        | 718.96 | -56012.50001875716  |
| CHRUSDT         | 0.0001456                 | 62.25         | 0.009937         | 0.01136         | 0.2858            | 0.8657                       | 0.005747        | 718.96 | -56012.50014562839  |
| RLCUSDT         | 0.0001735                 | 50.68         | 0.01062          | 0.01305         | 0.287             | 0.8289                       | 0.00674         | 718.96 | -56012.5001734769   |
| -> DASHUSDT     | 0.0002223                 | 53.17         | 0.009639         | 0.009037        | 0.1324            | 0.9189                       | 0.003128        | 718.96 | -56012.500222340575 |
| -> ADAUSDT      | 0.0003059                 | 90.38         | 0.009311         | 0.008172        | 0.1486            | 0.9179                       | 0.003131        | 718.96 | -56012.50030592842  |
| -> DOTUSDT      | 0.0003108                 | 73.88         | 0.009966         | 0.01137         | 0.2596            | 0.8377                       | 0.005545        | 718.96 | -56012.50031078556  |
| -> ETCUSDT      | 0.0003339                 | 62.7          | 0.008309         | 0.007878        | 0.1533            | 0.9289                       | 0.002876        | 718.96 | -56012.500333922726 |
| -> IOTAUSDT     | 0.0003424                 | 55.92         | 0.01008          | 0.01287         | 0.2794            | 0.801                        | 0.006294        | 718.96 | -56012.50034237164  |
| -> NEARUSDT     | 0.0003475                 | 71.83         | 0.009932         | 0.009301        | 0.2118            | 0.9037                       | 0.004092        | 718.96 | -56012.50034749422  |
| -> XRPUSDT      | 0.0003617                 | 58.98         | 0.007904         | 0.006607        | 0.005932          | 0.9713                       | 0.001136        | 718.96 | -56012.50036172409  |
| -> ONTUSDT      | 0.0003648                 | 59.02         | 0.009686         | 0.009296        | 0.09923           | 0.8891                       | 0.003586        | 718.96 | -56012.5003648008   |
| -> CTKUSDT      | 0.0003999                 | 65.72         | 0.009605         | 0.008827        | 0.02897           | 0.9095                       | 0.002905        | 718.96 | -56012.500399880824 |
| -> VETUSDT      | 0.000413                  | 92.97         | 0.009212         | 0.008812        | 0.0276            | 0.8988                       | 0.003304        | 718.96 | -56012.5004130492   |
| -> ALGOUSDT     | 0.0004145                 | 58.52         | 0.009426         | 0.007834        | 0.09632           | 0.943                        | 0.002228        | 718.96 | -56012.500414459646 |
| -> FILUSDT      | 0.0004175                 | 67.92         | 0.008804         | 0.01476         | 0.2494            | 0.7899                       | 0.007829        | 718.96 | -56012.50041746328  |
| -> ATOMUSDT     | 0.0004357                 | 66.78         | 0.00946          | 0.008392        | 0.03866           | 0.9266                       | 0.002631        | 718.96 | -56012.50043570979  |
| -> LINKUSDT     | 0.0004521                 | 59.43         | 0.009835         | 0.008961        | 0.06005           | 0.9145                       | 0.003847        | 718.96 | -56012.500452061955 |
| -> ZECUSDT      | 0.0004546                 | 60.03         | 0.009777         | 0.01079         | 0.1119            | 0.8423                       | 0.004981        | 718.96 | -56012.50045462321  |
| -> OMGUSDT      | 0.0004763                 | 52.93         | 0.009846         | 0.009585        | 0.1921            | 0.8909                       | 0.004266        | 718.96 | -56012.50047627163  |
| -> AAVEUSDT     | 0.0004827                 | 68.93         | 0.01085          | 0.01452         | 0.2497            | 0.7882                       | 0.007442        | 718.96 | -56012.50048268348  |
| -> SANDUSDT     | 0.0004885                 | 67.95         | 0.009972         | 0.01382         | 0.2881            | 0.7937                       | 0.007279        | 718.96 | -56012.500488548496 |
| -> HBARUSDT     | 0.0004938                 | 51.23         | 0.009391         | 0.00901         | 0.01529           | 0.8773                       | 0.003607        | 718.96 | -56012.5004937975   |
| -> RUNEUSDT     | 0.0004993                 | 76.83         | 0.01038          | 0.009021        | 0.113             | 0.9069                       | 0.003733        | 718.96 | -56012.5004993192   |
| -> RVNUSDT      | 0.0005025                 | 77.17         | 0.009829         | 0.015           | 0.2962            | 0.7836                       | 0.007451        | 718.96 | -56012.50050245019  |
| -> AVAXUSDT     | 0.0005098                 | 93.8          | 0.01152          | 0.01546         | 0.1633            | 0.7776                       | 0.008451        | 718.96 | -56012.50050978543  |
| -> HOTUSDT      | 0.0005099                 | 77.23         | 0.008365         | 0.007398        | 0.01841           | 0.9382                       | 0.002109        | 718.96 | -56012.50050994413  |
| -> 1000SHIBUSDT | 0.00054                   | 65.33         | 0.008141         | 0.01452         | 0.02747           | 0.7664                       | 0.007522        | 709.25 | -56012.500540042034 |
| -> DOGEUSDT     | 0.0005428                 | 67.9          | 0.007605         | 0.006888        | 0.0003807         | 0.9522                       | 0.00181         | 718.96 | -56012.500542795606 |
| -> REEFUSDT     | 0.0005461                 | 46.78         | 0.009044         | 0.009369        | 0.09212           | 0.8899                       | 0.004052        | 718.96 | -56012.50054606043  |
| -> MATICUSDT    | 0.0005468                 | 74.3          | 0.009864         | 0.008985        | 0.09787           | 0.9074                       | 0.003851        | 718.96 | -56012.50054683634  |
| -> ONEUSDT      | 0.0005544                 | 59.93         | 0.01028          | 0.01135         | 0.262             | 0.851                        | 0.005765        | 718.96 | -56012.50055444172  |
| -> MANAUSDT     | 0.000556                  | 51.92         | 0.008958         | 0.009125        | 0.06174           | 0.8998                       | 0.003405        | 718.96 | -56012.50055595508  |
| -> LRCUSDT      | 0.0005624                 | 73.7          | 0.01038          | 0.01634         | 0.188             | 0.7482                       | 0.008063        | 718.96 | -56012.50056242375  |
| -> ZILUSDT      | 0.0005644                 | 53.48         | 0.009161         | 0.008316        | 0.0894            | 0.926                        | 0.003052        | 718.96 | -56012.5005644386   |
| -> SNXUSDT      | 0.0005718                 | 50.75         | 0.01079          | 0.01082         | 0.2615            | 0.8818                       | 0.005354        | 718.96 | -56012.500571809156 |
| -> NKNUSDT      | 0.0005799                 | 59.35         | 0.009948         | 0.01128         | 0.2236            | 0.8654                       | 0.005522        | 718.96 | -56012.500579873245 |
| -> SKLUSDT      | 0.0006024                 | 72.13         | 0.01073          | 0.01265         | 0.2516            | 0.8529                       | 0.006338        | 718.96 | -56012.500602392436 |
| -> ALPHAUSDT    | 0.0006039                 | 51.08         | 0.009541         | 0.008376        | 0.07063           | 0.9386                       | 0.00271         | 718.96 | -56012.500603921595 |
| -> SUSHIUSDT    | 0.0006081                 | 50.32         | 0.009812         | 0.01212         | 0.04887           | 0.8085                       | 0.005614        | 718.96 | -56012.5006080646   |
| -> COTIUSDT     | 0.0006111                 | 48.8          | 0.009903         | 0.01206         | 0.149             | 0.829                        | 0.005984        | 718.96 | -56012.50061111525  |
| -> CHZUSDT      | 0.0006117                 | 60.27         | 0.00842          | 0.01102         | 0.0               | 0.9225                       | 0.003538        | 718.96 | -56012.50061166535  |
| -> YFIUSDT      | 0.0006224                 | 90.42         | 0.00946          | 0.01003         | 0.0773            | 0.8739                       | 0.004301        | 718.96 | -56012.500622360676 |
| -> THETAUSDT    | 0.0006327                 | 57.88         | 0.01015          | 0.01219         | 0.251             | 0.86                         | 0.006564        | 718.96 | -56012.50063265306  |
| -> MKRUSDT      | 0.0006766                 | 66.2          | 0.009988         | 0.009776        | 0.04197           | 0.8674                       | 0.003885        | 718.96 | -56012.50067659731  |
| -> GRTUSDT      | 0.0006783                 | 51.4          | 0.0104           | 0.01767         | 0.1483            | 0.7495                       | 0.008929        | 718.96 | -56012.50067830025  |
| -> BANDUSDT     | 0.0006959                 | 48.45         | 0.01026          | 0.01304         | 0.2424            | 0.8222                       | 0.006586        | 718.96 | -56012.500695875555 |
| -> DEFIUSDT     | 0.000697                  | 81.62         | 0.009611         | 0.009875        | 0.2669            | 0.8863                       | 0.004639        | 718.96 | -56012.50069703144  |
| -> RSRUSDT      | 0.0007034                 | 49.95         | 0.01094          | 0.01903         | 0.2547            | 0.7302                       | 0.009351        | 718.96 | -56012.50070343609  |
| -> CELRUSDT     | 0.0007238                 | 81.6          | 0.01023          | 0.01252         | 0.07665           | 0.8297                       | 0.006265        | 718.96 | -56012.50072376708  |
| -> EOSUSDT      | 0.0007391                 | 82.63         | 0.008367         | 0.008212        | 0.1141            | 0.9105                       | 0.003154        | 718.96 | -56012.50073912772  |
| -> WAVESUSDT    | 0.0007469                 | 63.48         | 0.009766         | 0.01083         | 0.1096            | 0.8427                       | 0.005318        | 718.96 | -56012.50074685381  |
| -> SOLUSDT      | 0.0007631                 | 77.35         | 0.01135          | 0.01115         | 0.07494           | 0.8936                       | 0.005096        | 718.96 | -56012.50076308446  |
| -> OCEANUSDT    | 0.0008504                 | 48.33         | 0.009925         | 0.01042         | 0.129             | 0.8652                       | 0.004699        | 718.96 | -56012.500850382086 |
| mean            | 0.0005334                 | 64.97         | 0.009682         | 0.01089         | 0.137             | 0.8664                       | 0.004864        | 718.86 | -56012.500533414415 |
+-----------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+--------+---------------------+

+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                            short (config no. 1, score -18040.0)                                                                           |
+-----------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+--------+----------+
| symbol          | adg_weighted_per_exposure | hrs_stuck_max | pa_distance_mean | pa_distance_std | loss_profit_ratio | eqbal_ratio_mean_of_10_worst | eqbal_ratio_std | n_days | score    |
+-----------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+--------+----------+
| -> DASHUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> KSMUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> CHZUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> ADAUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> BCHUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> 1INCHUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> ALGOUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> DGBUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> LINAUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> KAVAUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> DENTUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> GRTUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> ALICEUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> AAVEUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> 1000SHIBUSDT | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 709.25 | -18040.0 |
| -> HBARUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> IOTAUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> FTMUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> HOTUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> CHRUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> LINKUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> BALUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> IOSTUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> CELRUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> EGLDUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> ETCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> LTCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> LRCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> LITUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> DEFIUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> MANAUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> BNBUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> BTCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> MATICUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> MKRUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> ATOMUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> NEARUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> MTLUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> ETHUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> NEOUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> OGNUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> ICXUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> OMGUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> NKNUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> ONTUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> FLMUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> ONEUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> OCEANUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> QTUMUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| -> KNCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| BATUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| AVAXUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| REEFUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| ENJUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| RLCUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| EOSUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| RENUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| RVNUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| COMPUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| SANDUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| RSRUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| COTIUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| RUNEUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| BLZUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| BELUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| SNXUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| STMXUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| BANDUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| STORJUSDT       | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| DOGEUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| SKLUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| ALPHAUSDT       | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| SFPUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| FILUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| SOLUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| TRBUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| THETAUSDT       | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
| TRXUSDT         | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | 1.0                          | 0.0             | 718.96 | -18040.0 |
