# note: symbols with little price history are not optimized on their own; instead the best config from among the symbols with more price history is chosen.

+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                            long                                                                                            |
+---------------+---------------+-------------+--------------+---------------+--------------+-------------+----------------+------------------------+--------------+--------+----------------+
| symbol        | adg_w_per_exp | adg_per_exp | exp_rts_mean | hrs_stuck_max | pa_dist_mean | pa_dist_std | loss_profit_rt | eqbal_rt_10_worst_mean | eqbal_rt_std | n_days | score          |
| XLMUSDT       | 0.0008043     | 0.001453    | 0.07068      | 82.92         | 0.009041     | 0.0179      | 0.09213        | 0.8592                 | 0.00608      | 790.96 | -240179.250804 |
| NEOUSDT       | 0.0008015     | 0.001197    | 0.058        | 94.15         | 0.01219      | 0.01455     | 0.07599        | 0.8896                 | 0.006052     | 790.96 | -240179.250801 |
| 1INCHUSDT     | 0.0008        | 0.001285    | 0.06517      | 80.13         | 0.01157      | 0.01925     | 0.09538        | 0.8749                 | 0.007532     | 790.96 | -240179.2508   |
| HFTUSDT       | 0.0007994     | 0.0009897   | 0.07078      | 69.17         | 0.01357      | 0.01101     | 0.008315       | 0.9654                 | 0.003423     | 85.46  | -240179.250799 |
| RUNEUSDT      | 0.0007871     | 0.002357    | 0.0718       | 79.83         | 0.01347      | 0.01936     | 0.03471        | 0.8632                 | 0.007499     | 790.96 | -240179.250787 |
| ENJUSDT       | 0.0007787     | 0.00177     | 0.06593      | 63.5          | 0.01364      | 0.01752     | 0.04495        | 0.8823                 | 0.006532     | 790.96 | -240179.250779 |
| BELUSDT       | 0.0007787     | 0.001423    | 0.04713      | 83.73         | 0.01598      | 0.01795     | 0.03105        | 0.8943                 | 0.005806     | 790.96 | -240179.250779 |
| AUDIOUSDT     | 0.0007731     | 0.001387    | 0.06822      | 85.53         | 0.01596      | 0.0129      | 0.06548        | 0.9374                 | 0.003864     | 680.83 | -240179.250773 |
| CHZUSDT       | 0.0007655     | 0.001813    | 0.02759      | 89.97         | 0.01162      | 0.01056     | 0.01777        | 0.932                  | 0.002373     | 790.96 | -240179.250765 |
| FILUSDT       | 0.0007588     | 0.001016    | 0.03844      | 57.9          | 0.007087     | 0.01023     | 0.06837        | 0.915                  | 0.004328     | 790.96 | -240179.250759 |
| IDUSDT        | 0.0007558     | 0.0007804   | 0.04516      | 64.73         | 0.01687      | 0.01352     | 0.0            | 0.9712                 | 0.002987     | 99.38  | -240179.250756 |
| CHRUSDT       | 0.0007472     | 0.001512    | 0.05387      | 89.58         | 0.01307      | 0.01911     | 0.03948        | 0.8768                 | 0.006834     | 790.96 | -240179.250747 |
| STGUSDT       | 0.000743      | 0.0009503   | 0.05123      | 71.92         | 0.01099      | 0.01032     | 0.05799        | 0.9535                 | 0.003667     | 309.46 | -240179.250743 |
| TRUUSDT       | 0.000732      | 0.0009575   | 0.06987      | 82.28         | 0.01919      | 0.01655     | 0.0            | 0.9492                 | 0.006211     | 115.46 | -240179.250732 |
| LINKUSDT      | 0.0007304     | 0.001709    | 0.06853      | 91.9          | 0.01339      | 0.01346     | 0.05713        | 0.9032                 | 0.004807     | 790.96 | -240179.25073  |
| AVAXUSDT      | 0.0007255     | 0.002307    | 0.05056      | 72.0          | 0.01155      | 0.01436     | 0.07894        | 0.8914                 | 0.005048     | 790.96 | -240179.250726 |
| FXSUSDT       | 0.0007198     | 0.001081    | 0.0291       | 50.03         | 0.01176      | 0.009024    | 0.003222       | 0.9775                 | 0.001325     | 161.83 | -240179.25072  |
| SPELLUSDT     | 0.0007027     | 0.0008458   | 0.03469      | 82.3          | 0.007181     | 0.006839    | 0.002483       | 0.9695                 | 0.001645     | 297.46 | -240179.250703 |
| DOTUSDT       | 0.0007017     | 0.001821    | 0.0739       | 95.77         | 0.01233      | 0.01113     | 0.01577        | 0.8733                 | 0.004378     | 790.96 | -240179.250702 |
| QTUMUSDT      | 0.0007006     | 0.001325    | 0.04201      | 66.97         | 0.01052      | 0.01242     | 0.05843        | 0.8998                 | 0.005014     | 790.96 | -240179.250701 |
| SFPUSDT       | 0.0006893     | 0.001657    | 0.0315       | 88.13         | 0.01199      | 0.01424     | 0.07044        | 0.8945                 | 0.004677     | 790.96 | -240179.250689 |
| COMPUSDT      | 0.0006854     | 0.00123     | 0.05483      | 92.82         | 0.0136       | 0.01232     | 0.004694       | 0.9194                 | 0.003354     | 790.96 | -240179.250685 |
| XEMUSDT       | 0.0006853     | 0.0009892   | 0.06241      | 93.53         | 0.01461      | 0.01463     | 0.07324        | 0.8806                 | 0.006622     | 790.96 | -240179.250685 |
| SXPUSDT       | 0.0006843     | 0.002807    | 0.03078      | 95.78         | 0.01436      | 0.01321     | 0.008022       | 0.8834                 | 0.003554     | 790.96 | -240179.250684 |
| SSVUSDT       | 0.0006811     | 0.0008822   | 0.01941      | 57.95         | 0.01448      | 0.01052     | 0.0            | 0.9886                 | 0.0008153    | 126.46 | -240179.250681 |
| CTKUSDT       | 0.0006746     | 0.001472    | 0.07152      | 94.97         | 0.01657      | 0.01722     | 0.06113        | 0.8779                 | 0.005407     | 790.96 | -240179.250675 |
| IOSTUSDT      | 0.0006716     | 0.001149    | 0.05413      | 92.08         | 0.01349      | 0.01335     | 0.06596        | 0.9149                 | 0.004448     | 790.96 | -240179.250672 |
| ONEUSDT       | 0.0006679     | 0.00129     | 0.06703      | 96.0          | 0.01651      | 0.01418     | 0.06091        | 0.8854                 | 0.005903     | 790.96 | -240179.250668 |
| XMRUSDT       | 0.0006476     | 0.001408    | 0.05986      | 69.22         | 0.008076     | 0.01994     | 0.0694         | 0.8104                 | 0.007675     | 790.96 | -240179.250648 |
| OGNUSDT       | 0.0006449     | 0.001401    | 0.04969      | 86.65         | 0.01485      | 0.01772     | 0.03847        | 0.8709                 | 0.006758     | 790.96 | -240179.250645 |
| BLZUSDT       | 0.0006382     | 0.000985    | 0.05407      | 93.15         | 0.01808      | 0.01883     | 0.09929        | 0.875                  | 0.007037     | 790.96 | -240179.250638 |
| EGLDUSDT      | 0.0006326     | 0.001552    | 0.05075      | 61.73         | 0.01337      | 0.01431     | 0.07454        | 0.9149                 | 0.004633     | 790.96 | -240179.250633 |
| AAVEUSDT      | 0.0006217     | 0.001519    | 0.0402       | 67.2          | 0.0173       | 0.01388     | 0.05419        | 0.9295                 | 0.003831     | 790.96 | -240179.250622 |
| GMXUSDT       | 0.0006193     | 0.0007091   | 0.06         | 77.33         | 0.01391      | 0.01023     | 0.0            | 0.9872                 | 0.001736     | 133.38 | -240179.250619 |
| IOTAUSDT      | 0.0006048     | 0.002246    | 0.05377      | 95.75         | 0.01474      | 0.01643     | 0.0819         | 0.8865                 | 0.006049     | 790.96 | -240179.250605 |
| CELOUSDT      | 0.0005984     | 0.001202    | 0.05537      | 80.13         | 0.01141      | 0.01353     | 0.07965        | 0.9076                 | 0.005702     | 641.83 | -240179.250598 |
| XTZUSDT       | 0.0005917     | 0.00153     | 0.03547      | 89.58         | 0.01226      | 0.01055     | 0.02986        | 0.95                   | 0.002737     | 790.96 | -240179.250592 |
| ZENUSDT       | 0.0005784     | 0.001785    | 0.02996      | 82.0          | 0.01416      | 0.01245     | 0.03625        | 0.9208                 | 0.002468     | 790.96 | -240179.250578 |
| BALUSDT       | 0.000576      | 0.0008254   | 0.01695      | 92.57         | 0.01351      | 0.01158     | 0.01452        | 0.9235                 | 0.00205      | 790.96 | -240179.250576 |
| STMXUSDT      | 0.0005762     | 0.001015    | 0.05498      | 95.12         | 0.01702      | 0.01971     | 0.05601        | 0.8805                 | 0.00707      | 790.96 | -240179.250576 |
| ZILUSDT       | 0.0005519     | 0.00097     | 0.01747      | 83.73         | 0.01294      | 0.01062     | 0.09863        | 0.972                  | 0.001014     | 790.96 | -240179.250552 |
| BATUSDT       | 0.0005473     | 0.001065    | 0.06863      | 94.23         | 0.01528      | 0.01381     | 0.05004        | 0.892                  | 0.005714     | 790.96 | -240179.250547 |
| LITUSDT       | 0.0005292     | 0.0008718   | 0.02813      | 89.2          | 0.01645      | 0.013       | 0.01284        | 0.9554                 | 0.001914     | 790.96 | -240179.250529 |
| CTSIUSDT      | 0.0005048     | 0.0005178   | 0.0174       | 92.47         | 0.01555      | 0.01175     | 0.007895       | 0.9516                 | 0.001538     | 612.83 | -240179.250505 |
| CRVUSDT       | 0.0004954     | 0.00163     | 0.03389      | 87.67         | 0.01859      | 0.01695     | 0.03932        | 0.9113                 | 0.004322     | 790.96 | -240179.250495 |
| KNCUSDT       | 0.0004812     | 0.0008258   | 0.03335      | 95.5          | 0.01641      | 0.01552     | 0.04884        | 0.9331                 | 0.00265      | 790.96 | -240179.250481 |
| TLMUSDT       | 0.000473      | 0.0003811   | 0.03253      | 73.8          | 0.01381      | 0.01065     | 0.02812        | 0.9831                 | 0.00158      | 92.46  | -240179.250473 |
| ENSUSDT       | 0.0004646     | 0.001211    | 0.06963      | 63.12         | 0.01397      | 0.01308     | 0.0491         | 0.9326                 | 0.005141     | 577.83 | -240179.250465 |
| IDEXUSDT      | 0.000465      | 0.000591    | 0.03189      | 49.75         | 0.01602      | 0.01196     | 0.0            | 0.987                  | 0.001457     | 58.46  | -240179.250465 |
| RENUSDT       | 0.0004584     | 0.0005907   | 0.03431      | 61.6          | 0.01517      | 0.01926     | 0.01809        | 0.8914                 | 0.00549      | 790.96 | -240179.250458 |
| DYDXUSDT      | 0.0004468     | 0.0008767   | 0.03432      | 73.7          | 0.01546      | 0.01537     | 0.08928        | 0.91                   | 0.00566      | 658.83 | -240179.250447 |
| DENTUSDT      | 0.000436      | 0.001127    | 0.03388      | 78.45         | 0.01426      | 0.01114     | 0.04285        | 0.9396                 | 0.002046     | 790.96 | -240179.250436 |
| GALUSDT       | 0.0004329     | 0.0009861   | 0.039        | 84.37         | 0.01537      | 0.01275     | 0.0512         | 0.9233                 | 0.004065     | 421.38 | -240179.250433 |
| DASHUSDT      | 0.0004244     | 0.0006567   | 0.05069      | 85.02         | 0.01673      | 0.01556     | 0.0            | 0.9073                 | 0.005086     | 790.96 | -240179.250424 |
| BNXUSDT       | 0.0004204     | 0.0005708   | 0.03058      | 73.37         | 0.013        | 0.01148     | 0.0            | 0.9738                 | 0.002557     | 128.38 | -240179.25042  |
| AXSUSDT       | 0.0004071     | 0.001539    | 0.04937      | 94.07         | 0.01746      | 0.01996     | 0.03546        | 0.8979                 | 0.006538     | 790.96 | -240179.250407 |
| EOSUSDT       | 0.000398      | 0.000633    | 0.03098      | 91.45         | 0.01379      | 0.01166     | 0.0            | 0.9667                 | 0.001541     | 790.96 | -240179.250398 |
| LUNA2USDT     | 0.0003939     | 0.000488    | 0.01956      | 89.25         | 0.01253      | 0.01225     | 0.0            | 0.9602                 | 0.002347     | 293.83 | -240179.250394 |
| STORJUSDT     | 0.0003828     | 0.0005754   | 0.02284      | 87.95         | 0.01321      | 0.01305     | 0.06603        | 0.9233                 | 0.003832     | 790.96 | -240179.250383 |
| APEUSDT       | 0.0003657     | 0.0006244   | 0.01434      | 88.2          | 0.01297      | 0.01046     | 0.0            | 0.9871                 | 0.0005749    | 470.33 | -240179.250366 |
| DUSKUSDT      | 0.0003589     | 0.0004984   | 0.02303      | 86.18         | 0.01638      | 0.01197     | 0.0            | 0.9792                 | 0.001148     | 539.83 | -240179.250359 |
| TRXUSDT       | 0.0003336     | 0.001502    | 0.03098      | 94.0          | 0.008298     | 0.01026     | 0.02763        | 0.9151                 | 0.003729     | 790.96 | -240179.250334 |
