+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                long                                                                                               |
+--------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+--------+---------------------+
| symbol       | adg_weighted_per_exposure | hrs_stuck_max | pa_distance_mean | pa_distance_std | loss_profit_ratio | eqbal_ratio_mean_of_10_worst | eqbal_ratio_std | n_days | score               |
+--------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+--------+----------+
| symbol       | adg_weighted_per_exposure | hrs_stuck_max | pa_distance_mean | pa_distance_std | loss_profit_ratio | eqbal_ratio_mean_of_10_worst | eqbal_ratio_std | n_days | score    |
+--------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+--------+----------+
| NKNUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| LDOUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 190.46 | -18040.0 |
| CVCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| COMPUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| FILUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| STGUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 218.46 | -18040.0 |
| SUSHIUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| TRBUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| RENUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| CELOUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 550.83 | -18040.0 |
| XRPUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| FLOWUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 414.83 | -18040.0 |
| EOSUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| DODOUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 391.38 | -18040.0 |
| 1INCHUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ROSEUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 455.83 | -18040.0 |
| AUDIOUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 589.83 | -18040.0 |
| IMXUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 413.83 | -18040.0 |
| C98USDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 584.83 | -18040.0 |
| MTLUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| AXSUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| CHRUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| CTSIUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 521.83 | -18040.0 |
| RNDRUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 56.88  | -18040.0 |
| KSMUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| FXSUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 70.83  | -18040.0 |
| ATOMUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| 1000LUNCUSDT | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 203.42 | -18040.0 |
| ZRXUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| TRXUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| USDCUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 19.25  | -18040.0 |
| BATUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| CELRUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| MINAUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 52.5   | -18040.0 |
| JASMYUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 345.83 | -18040.0 |
| REEFUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ASTRUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 45.88  | -18040.0 |
| MATICUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| BALUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| INJUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 226.88 | -18040.0 |
| SKLUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| RUNEUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| CTKUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| NEARUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| SXPUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| IDUSDT       | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 8.38   | -18040.0 |
| GMXUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 42.38  | -18040.0 |
| WAVESUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| OMGUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| HBARUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| MASKUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 581.83 | -18040.0 |
| TUSDT        | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 58.42  | -18040.0 |
| SCUSDT       | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| JOEUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 2.46   | -18040.0 |
| FLMUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ALGOUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ONTUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ANKRUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| RSRUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ZENUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| APEUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 379.33 | -18040.0 |
| EGLDUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ETHUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| SNXUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| APTUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 163.88 | -18040.0 |
| MANAUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| XTZUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ARBUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 8.33   | -18040.0 |
| HIGHUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 52.88  | -18040.0 |
| BCHUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ICPUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 185.88 | -18040.0 |
| GRTUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| AKROUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 391.38 | -18040.0 |
| IOSTUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ALPHAUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| DGBUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| AVAXUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| UNIUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| SFPUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ADAUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| BELUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| DYDXUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 567.83 | -18040.0 |
| LQTYUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 21.46  | -18040.0 |
| FETUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 73.88  | -18040.0 |
| QTUMUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| XEMUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ETCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| SPELLUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 206.46 | -18040.0 |
| 1000XECUSDT  | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 560.83 | -18040.0 |
| UNFIUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| CHZUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ARUSDT       | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 549.83 | -18040.0 |
| LINAUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| NEOUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| SOLUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| WOOUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 357.83 | -18040.0 |
| CKBUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 31.46  | -18040.0 |
| DENTUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| BNXUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 37.38  | -18040.0 |
| CVXUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 190.46 | -18040.0 |
| RVNUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| HOTUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| FTMUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| BAKEUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 681.67 | -18040.0 |
| HOOKUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 67.83  | -18040.0 |
| ACHUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 37.38  | -18040.0 |
| ENSUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 486.83 | -18040.0 |
| AGIXUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 43.38  | -18040.0 |
| BNBUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| COTIUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| API3USDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 402.83 | -18040.0 |
| ICXUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| BTCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| COCOSUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 38.38  | -18040.0 |
| TRUUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 24.46  | -18040.0 |
| KNCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| IOTAUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| TOMOUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| STXUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 38.38  | -18040.0 |
| ANTUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 459.79 | -18040.0 |
| KAVAUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| HNTUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| KLAYUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 535.83 | -18040.0 |
| YFIUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| BANDUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ZECUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| LTCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| SSVUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 35.46  | -18040.0 |
| LINKUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| STMXUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| MKRUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| XLMUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| OCEANUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ENJUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| MAGICUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 65.83  | -18040.0 |
| PEOPLEUSDT   | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 462.79 | -18040.0 |
| DASHUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| IOTXUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 596.83 | -18040.0 |
| OGNUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| STORJUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| THETAUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| DOTUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ALICEUSDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| LPTUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 505.83 | -18040.0 |
| DARUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 336.83 | -18040.0 |
| GALUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 330.38 | -18040.0 |
| GMTUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 381.79 | -18040.0 |
| DUSKUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 448.83 | -18040.0 |
| DOGEUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ONEUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| CFXUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 39.38  | -18040.0 |
| LRCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| GTCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 658.83 | -18040.0 |
| GALAUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 559.83 | -18040.0 |
| CRVUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| LITUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| BLZUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| LUNA2USDT    | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 202.83 | -18040.0 |
| AAVEUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| VETUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| OPUSDT       | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 303.38 | -18040.0 |
| SANDUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ZILUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| RLCUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| TLMUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 1.46   | -18040.0 |
| XMRUSDT      | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 699.96 | -18040.0 |
| ARPAUSDT     | 0.0                       | nan           | 100.0            | 1.0             | 1.0               | nan                          | 0.0             | 528.83 | -18040.0 |
+--------------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+--------+----------+

