# note: only symbols with data from (before) 01-05-2021 are used

+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                          long                                                                                          |
+-----------+---------------+-------------+--------------+---------------+--------------+-------------+----------------+------------------------+--------------+--------+----------------+
| symbol    | adg_w_per_exp | adg_per_exp | exp_rts_mean | hrs_stuck_max | pa_dist_mean | pa_dist_std | loss_profit_rt | eqbal_rt_10_worst_mean | eqbal_rt_std | n_days | score          |
| THETAUSDT | 0.0008596     | 0.001661    | 0.06825      | 76.47         | 0.01548      | 0.01486     | 0.04889        | 0.9777                 | 0.001222     | 822.0  | -230179.30086  |
| VETUSDT   | 0.0008567     | 0.001229    | 0.06997      | 51.6          | 0.01461      | 0.01257     | 0.02299        | 0.9871                 | 0.0007476    | 822.0  | -230179.300857 |
| MATICUSDT | 0.0008551     | 0.001249    | 0.06846      | 79.0          | 0.01759      | 0.0191      | 0.02428        | 0.9788                 | 0.001385     | 822.0  | -230179.300855 |
| EOSUSDT   | 0.0008291     | 0.001293    | 0.06836      | 78.77         | 0.01213      | 0.01697     | 0.04212        | 0.9632                 | 0.00177      | 822.0  | -230179.300829 |
| ALGOUSDT  | 0.000825      | 0.001502    | 0.06928      | 34.72         | 0.01256      | 0.01031     | 0.07046        | 0.9905                 | 0.0006401    | 822.0  | -230179.300825 |
| NEARUSDT  | 0.0006527     | 0.001305    | 0.06992      | 48.27         | 0.01705      | 0.01863     | 0.07935        | 0.9746                 | 0.001613     | 822.0  | -230179.300653 |
| DOTUSDT   | 0.0005985     | 0.001085    | 0.06898      | 76.85         | 0.01533      | 0.01363     | 0.05144        | 0.9819                 | 0.001017     | 822.0  | -230179.300599 |
| ATOMUSDT  | 0.0005712     | 0.001055    | 0.06967      | 64.48         | 0.01938      | 0.01982     | 0.07092        | 0.9689                 | 0.001933     | 822.0  | -230179.300571 |
| TRXUSDT   | 0.0005345     | 0.0006901   | 0.06906      | 65.77         | 0.01178      | 0.01115     | 0.05326        | 0.9905                 | 0.0005947    | 822.0  | -230179.300534 |
| XLMUSDT   | 0.0005942     | 0.0007685   | 0.07728      | 94.4          | 0.01772      | 0.01708     | 0.09861        | 0.9781                 | 0.001392     | 822.0  | -230179.227819 |
| RVNUSDT   | 0.0006162     | 0.0007489   | 0.03458      | 78.5          | 0.01862      | 0.02001     | 0.08207        | 0.9904                 | 0.0004458    | 822.0  | -230179.215271 |
| LRCUSDT   | 0.0005192     | 0.0009382   | 0.04285      | 57.25         | 0.02023      | 0.02        | 0.06206        | 0.9751                 | 0.001091     | 822.0  | -230179.063439 |
| SXPUSDT   | 0.001102      | 0.001179    | 0.09211      | 35.37         | 0.0205       | 0.02084     | 0.06986        | 0.9802                 | 0.001686     | 822.0  | -230170.192217 |
| UNFIUSDT  | 0.0006705     | 0.0009274   | 0.07569      | 50.77         | 0.01825      | 0.02095     | 0.07636        | 0.8951                 | 0.003613     | 822.0  | -230169.785081 |
| SANDUSDT  | 0.0007999     | 0.001222    | 0.05531      | 47.13         | 0.0189       | 0.02107     | 0.08331        | 0.9717                 | 0.001181     | 822.0  | -230168.596362 |
| BELUSDT   | 0.001183      | 0.001522    | 0.05328      | 65.05         | 0.01932      | 0.02175     | 0.04687        | 0.9756                 | 0.0007818    | 822.0  | -230161.780499 |
| SNXUSDT   | 0.0007399     | 0.001152    | 0.05317      | 61.45         | 0.02058      | 0.02185     | 0.09266        | 0.9745                 | 0.001292     | 822.0  | -230160.2032   |
| MTLUSDT   | 0.001062      | 0.001173    | 0.06597      | 71.48         | 0.01687      | 0.0234      | 0.09355        | 0.9534                 | 0.002615     | 822.0  | -230145.325538 |
| DOGEUSDT  | 0.0008278     | 0.001599    | 0.08249      | 23.87         | 0.01122      | 0.02364     | 0.09752        | 0.9399                 | 0.003745     | 822.0  | -230142.82108  |
| MANAUSDT  | 0.00102       | 0.001267    | 0.08394      | 46.63         | 0.0222       | 0.02569     | 0.09905        | 0.9667                 | 0.001267     | 822.0  | -230120.069953 |
| WAVESUSDT | 0.001324      | 0.001232    | 0.0709       | 68.6          | 0.02122      | 0.02975     | 0.05753        | 0.9764                 | 0.001414     | 822.0  | -230080.602255 |
| RUNEUSDT  | 0.001065      | 0.001649    | 0.109        | 51.93         | 0.02477      | 0.02949     | 0.08108        | 0.9591                 | 0.002982     | 822.0  | -230079.268887 |
| BANDUSDT  | 0.001337      | 0.001598    | 0.1209       | 55.88         | 0.02042      | 0.03003     | 0.0879         | 0.9275                 | 0.004069     | 822.0  | -230078.069114 |
| LINAUSDT  | 0.001046      | 0.001593    | 0.103        | 39.37         | 0.02324      | 0.03046     | 0.09576        | 0.9139                 | 0.004924     | 822.0  | -230071.086462 |
| ZILUSDT   | 0.0007693     | 0.00124     | 0.07163      | 76.02         | 0.02573      | 0.0353      | 0.09513        | 0.9663                 | 0.002478     | 822.0  | -230020.555418 |
| UNIUSDT   | 0.001262      | 0.002182    | 0.1241       | 77.12         | 0.0218       | 0.02439     | 0.1017         | 0.9763                 | 0.001672     | 822.0  | -229961.224267 |
| BALUSDT   | 0.0009624     | 0.001933    | 0.1884       | 71.33         | 0.02643      | 0.04358     | 0.1329         | 0.9418                 | 0.006021     | 822.0  | -226650.488977 |
| EGLDUSDT  | 0.001238      | 0.001672    | 0.1486       | 53.08         | 0.02298      | 0.02546     | 0.1949         | 0.9616                 | 0.002261     | 822.0  | -220630.705604 |
| YFIUSDT   | 0.001004      | 0.001982    | 0.1454       | 57.88         | 0.01894      | 0.02457     | 0.2117         | 0.946                  | 0.002629     | 822.0  | -218957.910914 |
| KSMUSDT   | 0.001603      | 0.002407    | 0.2298       | 72.68         | 0.0267       | 0.03611     | 0.2611         | 0.9478                 | 0.004728     | 822.0  | -213904.610958 |
| AAVEUSDT  | 0.001007      | 0.002131    | 0.2124       | 23.95         | 0.02685      | 0.02813     | 0.4473         | 0.9677                 | 0.002907     | 822.0  | -195357.861108 |
| AXSUSDT   | 0.001933      | 0.001778    | 0.2868       | 50.33         | 0.02444      | 0.03322     | 0.7751         | 0.9451                 | 0.003663     | 822.0  | -162533.528846 |
+-----------+---------------+-------------+--------------+---------------+--------------+-------------+----------------+------------------------+--------------+--------+----------------+

