timestamp,trade_id,timestamp,pnl,fee_paid,balance,equity,qty,price,psize,pprice,type,pcost,wallet_exposure,mins_since_prev_fill
1625020200000.0,1161,1625020200000.0,0.0,-0.0020220000000000004,499.997978,499.997978,0.3,33.7,0.3,33.7,long_ientry_normal,10.110000000000001,0.02022008177001068,
1625024760000.0,1237,1625024760000.0,0.0,-0.0039228,499.9940552,499.64155519999997,0.6,32.69,0.9,33.026666666666664,long_rentry,29.723999999999997,0.059448706821344614,76.0
1625028060000.0,1292,1625028060000.0,0.0,-0.01152,499.9825352,499.0855352,1.8,32.0,2.7,32.34222222222222,long_rentry,87.324,0.17465410059787226,55.0
1625033100000.0,1376,1625033100000.0,0.1271111111111111,-0.0026128,500.10703351111107,501.09092239999995,-0.4,32.66,2.3,32.34222222222222,long_nclose,74.3871111111111,0.1487423813835612,84.0
1625033100000.0,1376,1625033100000.0,0.7998888888888913,-0.015037399999999998,500.891885,500.891885,-2.3,32.69,0.0,32.34222222222222,long_nclose,0.0,0.0,0.0
1625033220000.0,1378,1625033220000.0,0.0,-0.0019662000000000004,500.8899188,500.88841879999995,0.3,32.77,0.3,32.77,long_ientry_normal,9.831000000000001,0.019627067008161157,2.0
1625038500000.0,1466,1625038500000.0,0.10499999999999829,-0.0019871999999999997,500.9929316,500.9929316,-0.3,33.12,0.0,32.77,long_nclose,0.0,0.0,88.0
1625038620000.0,1468,1625038620000.0,0.0,-0.0019925999999999998,500.990939,501.02393900000004,0.3,33.21,0.3,33.21,long_ientry_normal,9.963,0.019886587210312796,2.0
1625039280000.0,1479,1625039280000.0,0.10500000000000043,-0.0020136,501.09392540000005,501.09392540000005,-0.3,33.56,0.0,33.21,long_nclose,0.0,0.0,11.0
1625039460000.0,1482,1625039460000.0,0.0,-0.0020052,501.09192020000006,501.0619202000001,0.3,33.42,0.3,33.42,long_ientry_normal,10.026,0.020008305055085177,3.0
1625043660000.0,1552,1625043660000.0,0.0,-0.0038904000000000005,501.0880298000001,500.7385298000001,0.6,32.42,0.9,32.75333333333333,long_rentry,29.477999999999998,0.05882798679458695,70.0
1625051940000.0,1690,1625051940000.0,0.312000000000004,-0.005958000000000001,501.39407180000006,501.39407180000006,-0.9,33.1,0.0,32.75333333333333,long_nclose,0.0,0.0,138.0
1625052120000.0,1693,1625052120000.0,0.0,-0.0019878,501.39208400000007,501.4295840000001,0.3,33.13,0.3,33.13,long_ientry_normal,9.939,0.019822809966820294,3.0
1625058660000.0,1802,1625058660000.0,0.0,-0.0038568,501.3882272000001,501.1182272000001,0.6,32.14,0.9,32.47,long_rentry,29.223,0.058284176641313835,109.0
1625076120000.0,2093,1625076120000.0,0.3060000000000031,-0.005905800000000001,501.68832140000006,501.68832140000006,-0.9,32.81,0.0,32.47,long_nclose,0.0,0.0,291.0
1625076180000.0,2094,1625076180000.0,0.0,-0.0019590000000000002,501.68636240000006,501.6833624000001,0.3,32.65,0.3,32.65,long_ientry_normal,9.795,0.01952415041370078,1.0
1625078640000.0,2135,1625078640000.0,0.10500000000000043,-0.00198,501.7893824000001,501.7893824000001,-0.3,33.0,0.0,32.65,long_nclose,0.0,0.0,41.0
1625111160000.0,2677,1625111160000.0,0.0,-0.0020268,501.78735560000007,501.76185560000005,0.3,33.78,0.3,33.78,long_ientry_normal,10.134,0.0201958058267182,542.0
1625112420000.0,2698,1625112420000.0,0.10799999999999983,-0.0020484,501.8933072000001,501.8933072000001,-0.3,34.14,0.0,33.78,long_nclose,0.0,0.0,21.0
1625121960000.0,2857,1625121960000.0,0.0,-0.0020304000000000003,501.89127680000007,501.7997768000001,0.3,33.84,0.3,33.84,long_ientry_normal,10.152000000000001,0.02022748844077937,159.0
1625123520000.0,2883,1625123520000.0,0.0,-0.0039396,501.88733720000005,501.7103372,0.6,32.83,0.9,33.166666666666664,long_rentry,29.849999999999998,0.05947549935515686,26.0
