,timestamp,bkr_price_long,bkr_price_short,psize_long,pprice_long,psize_short,pprice_short,price,closest_bkr_long,closest_bkr_short,balance_long,balance_short,equity_long,equity_short,wallet_exposure_long,wallet_exposure_short
0,1619827203000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5675,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
1,1619830803000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6731,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
2,1619834403000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6856,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
3,1619838003000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6625,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
4,1619841603000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6574,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
5,1619845203000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5984,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
6,1619848803000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5715,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
7,1619852403000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5189,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
8,1619856003000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4801,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
9,1619859603000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3995,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
10,1619863203000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4197,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
11,1619866803000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4717,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
12,1619870403000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4786,1.0,1.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0
13,1619874003000.0,0.0,0.0,0.1,5.4897,0.0,0.0,5.4521,1.0,1.0,1049.999945103,1050.0,1049.996185103,1050.0,0.0005228285987635444,0.0
14,1619877603000.0,0.0,0.0,0.1,5.4897,0.0,0.0,5.4218,1.0,1.0,1049.999945103,1050.0,1049.9931551030002,1050.0,0.0005228285987635444,0.0
15,1619881203000.0,0.0,0.0,0.1,5.4897,0.0,0.0,5.3878,1.0,1.0,1049.999945103,1050.0,1049.989755103,1050.0,0.0005228285987635444,0.0
16,1619884803000.0,0.0,0.0,0.1,5.4897,0.0,0.0,5.369,1.0,1.0,1049.999945103,1050.0,1049.987875103,1050.0,0.0005228285987635444,0.0
17,1619888403000.0,0.0,0.0,0.1,5.4897,0.0,0.0,5.4204,1.0,1.0,1049.999945103,1050.0,1049.993015103,1050.0,0.0005228285987635444,0.0
18,1619892003000.0,0.0,0.0,0.1,5.4897,0.0,0.0,5.4028,1.0,1.0,1049.999945103,1050.0,1049.9912551030002,1050.0,0.0005228285987635444,0.0
19,1619895603000.0,0.0,0.0,0.1,5.4897,0.0,0.0,5.4322,1.0,1.0,1049.999945103,1050.0,1049.994195103,1050.0,0.0005228285987635444,0.0
20,1619899203000.0,0.0,0.0,0.1,5.4897,0.0,0.0,5.4346,1.0,1.0,1049.999945103,1050.0,1049.9944351030001,1050.0,0.0005228285987635444,0.0
21,1619902803000.0,0.0,0.0,0.1,5.4897,0.0,0.0,5.4689,1.0,1.0,1049.999945103,1050.0,1049.997865103,1050.0,0.0005228285987635444,0.0
22,1619906403000.0,0.0,0.0,0.1,5.4897,0.0,0.0,5.3923,1.0,1.0,1049.999945103,1050.0,1049.990205103,1050.0,0.0005228285987635444,0.0
23,1619910003000.0,0.0,0.0,0.1,5.4897,0.0,0.0,5.4574,1.0,1.0,1049.999945103,1050.0,1049.996715103,1050.0,0.0005228285987635444,0.0
24,1619913603000.0,0.0,0.0,0.1,5.515,0.0,0.0,5.5175,1.0,1.0,1050.0019648430002,1050.0,1050.0022148430003,1050.0,0.0005252371123728917,0.0
25,1619917203000.0,0.0,0.0,0.1,5.515,0.0,0.0,5.42,1.0,1.0,1050.0019648430002,1050.0,1049.9924648430003,1050.0,0.0005252371123728917,0.0
26,1619920803000.0,0.0,0.0,0.1,5.515,0.0,0.0,5.4316,1.0,1.0,1050.0019648430002,1050.0,1049.9936248430001,1050.0,0.0005252371123728917,0.0
27,1619924403000.0,0.0,0.0,0.1,5.515,0.0,0.0,5.4584,1.0,1.0,1050.0019648430002,1050.0,1049.9963048430002,1050.0,0.0005252371123728917,0.0
28,1619928003000.0,0.0,0.0,1.0,5.2918,0.0,0.0,5.22,1.0,1.0,1050.0014908130001,1050.0,1049.9296908130002,1050.0,0.0050398023681877254,0.0
29,1619931603000.0,0.0,0.0,0.6,5.2918,0.0,0.0,5.3351,1.0,1.0,1050.0097582930007,1050.0,1050.0357382930006,1050.0,0.0030238576117251736,0.0
30,1619935203000.0,0.0,0.0,0.1,5.3143,0.0,0.0,5.2841,1.0,1.0,1050.0221063700014,1050.0,1050.0190863700013,1050.0,0.0005061131539765292,0.0
31,1619938803000.0,0.0,0.0,0.1,5.3143,0.0,0.0,5.2853,1.0,1.0,1050.0221063700014,1050.0,1050.0192063700015,1050.0,0.0005061131539765292,0.0
32,1619942403000.0,0.0,0.0,0.1,5.3143,0.0,0.0,5.2381,1.0,1.0,1050.0221063700014,1050.0,1050.0144863700014,1050.0,0.0005061131539765292,0.0
33,1619946003000.0,0.0,0.0,0.1,5.3143,0.0,0.0,5.2067,1.0,1.0,1050.0221063700014,1050.0,1050.0113463700015,1050.0,0.0005061131539765292,0.0
34,1619949603000.0,0.0,0.0,0.1,5.3143,0.0,0.0,5.2336,1.0,1.0,1050.0221063700014,1050.0,1050.0140363700013,1050.0,0.0005061131539765292,0.0
35,1619953203000.0,0.0,0.0,0.1,5.3143,0.0,0.0,5.2808,1.0,1.0,1050.0221063700014,1050.0,1050.0187563700015,1050.0,0.0005061131539765292,0.0
36,1619956803000.0,0.0,0.0,0.1,5.3143,0.0,0.0,5.333,1.0,1.0,1050.0221063700014,1050.0,1050.0239763700015,1050.0,0.0005061131539765292,0.0
37,1619960403000.0,0.0,0.0,0.1,5.3352,0.0,0.0,5.305,1.0,1.0,1050.0240696680016,1050.0,1050.0210496680015,1050.0,0.0005081026382268449,0.0
38,1619964003000.0,0.0,0.0,0.1,5.3352,0.0,0.0,5.3167,1.0,1.0,1050.0240696680016,1050.0,1050.0222196680015,1050.0,0.0005081026382268449,0.0
39,1619967603000.0,0.0,0.0,0.1,5.3352,0.0,0.0,5.3194,1.0,1.0,1050.0240696680016,1050.0,1050.0224896680015,1050.0,0.0005081026382268449,0.0
40,1619971203000.0,0.0,0.0,0.1,5.3352,0.0,0.0,5.3439,1.0,1.0,1050.0240696680016,1050.0,1050.0249396680017,1050.0,0.0005081026382268449,0.0
41,1619974803000.0,0.0,0.0,0.1,5.3645,0.0,0.0,5.3086,1.0,1.0,1050.0260424630017,1050.0,1050.0204524630017,1050.0,0.0005108920905825077,0.0
42,1619978403000.0,0.0,0.0,0.1,5.3645,0.0,0.0,5.3609,1.0,1.0,1050.0260424630017,1050.0,1050.0256824630017,1050.0,0.0005108920905825077,0.0
43,1619982003000.0,0.0,0.0,0.1,5.3645,0.0,0.0,5.3451,1.0,1.0,1050.0260424630017,1050.0,1050.0241024630016,1050.0,0.0005108920905825077,0.0
44,1619985603000.0,0.0,0.0,0.1,5.3645,0.0,0.0,5.3537,1.0,1.0,1050.0260424630017,1050.0,1050.0249624630017,1050.0,0.0005108920905825077,0.0
45,1619989203000.0,0.0,0.0,0.1,5.3645,0.0,0.0,5.3433,1.0,1.0,1050.0260424630017,1050.0,1050.0239224630016,1050.0,0.0005108920905825077,0.0
46,1619992803000.0,0.0,0.0,0.1,5.3645,0.0,0.0,5.3087,1.0,1.0,1050.0260424630017,1050.0,1050.0204624630016,1050.0,0.0005108920905825077,0.0
47,1619996403000.0,0.0,0.0,0.1,5.3645,0.0,0.0,5.2393,1.0,1.0,1050.0260424630017,1050.0,1050.0135224630017,1050.0,0.0005108920905825077,0.0
48,1620000003000.0,0.0,0.0,0.1,5.3645,0.0,0.0,5.2828,1.0,1.0,1050.0260424630017,1050.0,1050.0178724630016,1050.0,0.0005108920905825077,0.0
49,1620003603000.0,0.0,0.0,0.1,5.3645,0.0,0.0,5.3511,1.0,1.0,1050.0260424630017,1050.0,1050.0247024630016,1050.0,0.0005108920905825077,0.0
50,1620007203000.0,0.0,0.0,0.1,5.4611,0.0,0.0,5.4389,1.0,1.0,1050.0341683730016,1050.0,1050.0319483730016,1050.0,0.0005200878375664499,0.0
51,1620010803000.0,0.0,0.0,0.1,5.4611,0.0,0.0,5.4367,1.0,1.0,1050.0341683730016,1050.0,1050.0317283730017,1050.0,0.0005200878375664499,0.0
52,1620014403000.0,0.0,0.0,0.1,5.4611,0.0,0.0,5.4038,1.0,1.0,1050.0341683730016,1050.0,1050.0284383730016,1050.0,0.0005200878375664499,0.0
53,1620018003000.0,0.0,0.0,0.1,5.4611,0.0,0.0,5.383,1.0,1.0,1050.0341683730016,1050.0,1050.0263583730016,1050.0,0.0005200878375664499,0.0
54,1620021603000.0,0.0,0.0,0.1,5.4611,0.0,0.0,5.4158,1.0,1.0,1050.0341683730016,1050.0,1050.0296383730017,1050.0,0.0005200878375664499,0.0
55,1620025203000.0,0.0,0.0,0.1,5.4611,0.0,0.0,5.4076,1.0,1.0,1050.0341683730016,1050.0,1050.0288183730017,1050.0,0.0005200878375664499,0.0
56,1620028803000.0,0.0,0.0,0.1,5.4611,0.0,0.0,5.4362,1.0,1.0,1050.0341683730016,1050.0,1050.0316783730016,1050.0,0.0005200878375664499,0.0
57,1620032403000.0,0.0,0.0,0.1,5.4611,0.0,0.0,5.4438,1.0,1.0,1050.0341683730016,1050.0,1050.0324383730017,1050.0,0.0005200878375664499,0.0
58,1620036003000.0,0.0,0.0,0.1,5.4611,0.0,0.0,5.4061,1.0,1.0,1050.0341683730016,1050.0,1050.0286683730017,1050.0,0.0005200878375664499,0.0
59,1620039603000.0,0.0,0.0,0.1,5.4611,0.0,0.0,5.4655,1.0,1.0,1050.0341683730016,1050.0,1050.0346083730017,1050.0,0.0005200878375664499,0.0
60,1620043203000.0,0.0,0.0,0.1,5.5068,0.0,0.0,5.4633,1.0,1.0,1050.0383285740015,1050.0,1050.0339785740016,1050.0,0.0005244379990850885,0.0
61,1620046803000.0,0.0,0.0,0.1,5.5068,0.0,0.0,5.4525,1.0,1.0,1050.0383285740015,1050.0,1050.0328985740016,1050.0,0.0005244379990850885,0.0
62,1620050403000.0,0.0,0.0,0.3,5.397600000000001,0.0,0.0,5.3572,1.0,1.0,1050.0382217140016,1050.0,1050.0261017140015,1050.0,0.0015421152930574394,0.0
63,1620054003000.0,0.0,0.0,0.1,5.4442,0.0,0.0,5.4179,1.0,1.0,1050.046466097002,1050.0,1050.043836097002,1050.0,0.0005184722939200932,0.0
64,1620057603000.0,0.0,0.0,0.1,5.49,0.0,0.0,5.481,1.0,1.0,1050.050576972002,1050.0,1050.049676972002,1050.0,0.0005228319588025314,0.0
65,1620061203000.0,0.0,0.0,0.1,5.5688,0.0,0.0,5.5402,1.0,1.0,1050.0568246020016,1050.0,1050.0539646020015,1050.0,0.0005303332038350132,0.0
66,1620064803000.0,0.0,0.0,0.1,5.5688,0.0,0.0,5.5099,1.0,1.0,1050.0568246020016,1050.0,1050.0509346020017,1050.0,0.0005303332038350132,0.0
67,1620068403000.0,0.0,0.0,0.1,5.5688,0.0,0.0,5.4989,1.0,1.0,1050.0568246020016,1050.0,1050.0498346020015,1050.0,0.0005303332038350132,0.0
68,1620072003000.0,0.0,0.0,0.1,5.5688,0.0,0.0,5.538,1.0,1.0,1050.0568246020016,1050.0,1050.0537446020016,1050.0,0.0005303332038350132,0.0
69,1620075603000.0,0.0,0.0,0.3,5.458266666666667,0.0,0.0,5.3877,1.0,1.0,1050.0567165420016,1050.0,1050.0355465420016,1050.0,0.001559420528628657,0.0
70,1620079203000.0,0.0,0.0,0.3,5.458266666666667,0.0,0.0,5.4466,1.0,1.0,1050.0567165420016,1050.0,1050.0532165420016,1050.0,0.001559420528628657,0.0
71,1620082803000.0,0.0,0.0,0.3,5.458266666666667,0.0,0.0,5.4383,1.0,1.0,1050.0567165420016,1050.0,1050.0507265420015,1050.0,0.001559420528628657,0.0
72,1620086403000.0,0.0,0.0,0.1,5.5114,0.0,0.0,5.4909,1.0,1.0,1050.0650472020016,1050.0,1050.0629972020015,1050.0,0.0005248627229985087,0.0
73,1620090003000.0,0.0,0.0,3.4,5.17245294117647,0.0,0.0,5.0867,1.0,1.0,1050.0633436820017,1050.0,1049.7717836820018,1050.0,0.01674788488314834,0.0
74,1620093603000.0,0.0,0.0,0.3,5.17245294117647,0.0,0.0,5.17,1.0,1.0,1050.1254297343546,1050.0,1050.1246938520017,1050.0,0.0014776671799534237,0.0
75,1620097203000.0,0.0,0.0,0.1,5.1999,0.0,0.0,5.1265,1.0,1.0,1050.1313860630016,1050.0,1050.1240460630015,1050.0,0.0004951666114365653,0.0
76,1620100803000.0,0.0,0.0,0.1,5.1999,0.0,0.0,5.1122,1.0,1.0,1050.1313860630016,1050.0,1050.1226160630017,1050.0,0.0004951666114365653,0.0
77,1620104403000.0,0.0,0.0,0.1,5.1999,0.0,0.0,5.1909,1.0,1.0,1050.1313860630016,1050.0,1050.1304860630016,1050.0,0.0004951666114365653,0.0
